admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,target
134.9,1,0,1,1,0,0,20,0,16.2,0.3,-0.92,Dropout
127.1,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,Graduate
110.2,1,0,1,1,0,0,19,0,8.9,1.4,3.51,Graduate
108.7,1,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
138,1,0,0,1,0,0,20,0,16.2,0.3,-0.92,Enrolled
147.7,0,0,1,1,0,1,22,0,12.4,0.5,1.79,Graduate
123,0,0,0,1,0,0,31,0,12.4,0.5,1.79,Graduate
142.8,0,0,0,1,0,1,19,0,16.2,0.3,-0.92,Graduate
138.3,1,0,0,1,0,0,18,0,12.4,0.5,1.79,Enrolled
125.2,1,0,0,1,0,1,18,0,8.9,1.4,3.51,Graduate
141.8,0,0,0,1,0,0,21,0,7.6,2.6,0.32,Graduate
130.6,1,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
130,0,0,1,0,1,0,25,1,15.5,2.8,-4.06,Dropout
100,0,0,1,1,1,0,21,1,11.1,0.6,2.02,Dropout
119,1,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
124.3,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Enrolled
122.2,1,0,0,1,0,0,22,0,7.6,2.6,0.32,Dropout
150,0,0,0,1,1,0,19,0,12.4,0.5,1.79,Graduate
135.5,0,0,0,1,0,0,58,0,11.1,0.6,2.02,Dropout
127.3,1,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
127,1,0,0,1,1,0,23,1,9.4,-0.8,-3.12,Graduate
126.9,1,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Enrolled
127.5,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
122,0,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
115.8,0,0,0,0,0,0,18,0,12.7,3.7,-1.7,Dropout
121.6,0,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate
116.4,1,0,1,1,0,1,18,0,11.1,0.6,2.02,Graduate
120,0,0,0,1,0,0,24,0,11.1,0.6,2.02,Dropout
127.3,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Dropout
123.5,1,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Enrolled
125.6,1,0,0,1,0,1,19,0,8.9,1.4,3.51,Graduate
118.5,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
129.5,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Enrolled
134.6,1,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
140,0,0,0,1,0,0,22,0,13.9,-0.3,0.79,Graduate
133.2,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Enrolled
133.5,1,0,0,1,0,1,21,0,12.7,3.7,-1.7,Enrolled
117.9,1,0,0,1,0,1,21,0,8.9,1.4,3.51,Graduate
128,1,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
113.2,1,0,0,1,0,0,20,0,10.8,1.4,1.74,Dropout
122,1,0,0,1,0,1,18,0,7.6,2.6,0.32,Enrolled
156.9,1,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
125.1,1,0,0,1,0,1,18,0,11.1,0.6,2.02,Enrolled
100,0,0,1,0,1,0,26,1,11.1,0.6,2.02,Dropout
160,0,0,1,1,0,0,19,1,8.9,1.4,3.51,Enrolled
101,0,0,0,1,0,0,35,0,15.5,2.8,-4.06,Graduate
121.5,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
126.8,1,0,0,1,1,0,18,0,10.8,1.4,1.74,Graduate
132.9,0,0,0,1,1,0,19,0,7.6,2.6,0.32,Graduate
134.3,1,0,0,1,1,0,25,0,12.4,0.5,1.79,Graduate
120.5,1,0,0,1,1,0,18,0,11.1,0.6,2.02,Graduate
144.1,1,0,1,0,1,0,26,0,16.2,0.3,-0.92,Dropout
100,0,0,0,1,1,0,34,0,9.4,-0.8,-3.12,Graduate
114.8,1,0,0,0,1,0,18,0,12.7,3.7,-1.7,Dropout
111.9,0,0,0,0,1,0,18,0,9.4,-0.8,-3.12,Dropout
125.4,1,0,0,1,1,1,18,0,8.9,1.4,3.51,Dropout
140,0,0,0,1,1,0,20,0,12.4,0.5,1.79,Dropout
140,0,0,0,1,1,0,25,0,16.2,0.3,-0.92,Graduate
127.8,0,0,0,1,1,0,18,0,11.1,0.6,2.02,Dropout
131.6,1,0,0,1,1,0,19,0,15.5,2.8,-4.06,Graduate
119.4,1,0,0,1,1,0,20,0,10.8,1.4,1.74,Dropout
129.9,1,0,0,1,1,1,20,0,10.8,1.4,1.74,Graduate
114,0,0,0,1,1,0,20,0,7.6,2.6,0.32,Enrolled
113.4,1,0,0,1,1,1,19,0,11.1,0.6,2.02,Dropout
117.8,0,0,0,1,1,0,20,0,8.9,1.4,3.51,Enrolled
114.3,1,0,0,1,1,0,18,0,11.1,0.6,2.02,Enrolled
129.7,1,0,0,1,1,0,19,0,16.2,0.3,-0.92,Enrolled
112,1,0,0,0,1,0,20,0,9.4,-0.8,-3.12,Dropout
140,0,0,0,1,1,0,24,0,15.5,2.8,-4.06,Dropout
150,1,0,0,1,1,0,20,0,16.2,0.3,-0.92,Graduate
122.4,1,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Enrolled
150,0,0,0,1,1,0,23,0,8.9,1.4,3.51,Dropout
135,1,0,0,1,1,0,20,0,7.6,2.6,0.32,Enrolled
116.2,0,0,0,1,1,0,21,0,9.4,-0.8,-3.12,Graduate
120.4,1,0,0,1,1,0,20,0,10.8,1.4,1.74,Dropout
122.9,1,0,0,1,1,0,21,0,7.6,2.6,0.32,Enrolled
155,0,0,0,1,1,1,18,0,11.1,0.6,2.02,Graduate
123.4,1,0,0,1,1,0,18,0,11.1,0.6,2.02,Graduate
124.2,1,0,0,1,1,0,18,0,13.9,-0.3,0.79,Enrolled
130,1,0,0,1,1,0,20,0,15.5,2.8,-4.06,Enrolled
126.2,0,0,0,1,1,1,18,0,16.2,0.3,-0.92,Graduate
120.5,1,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Dropout
123.7,1,0,0,1,1,0,20,0,10.8,1.4,1.74,Enrolled
122.5,0,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate
139.2,1,0,1,1,1,0,33,0,12.7,3.7,-1.7,Dropout
131.2,1,0,0,1,1,0,21,0,8.9,1.4,3.51,Graduate
120,0,0,1,0,1,0,25,0,15.5,2.8,-4.06,Dropout
116.7,1,0,0,1,1,1,20,0,12.4,0.5,1.79,Dropout
150,1,0,0,1,1,1,22,0,8.9,1.4,3.51,Dropout
117.5,0,0,0,1,0,0,39,0,10.8,1.4,1.74,Graduate
137.6,1,0,0,1,1,1,21,0,8.9,1.4,3.51,Graduate
124.3,0,0,0,1,0,1,19,0,16.2,0.3,-0.92,Graduate
116,0,0,0,1,0,1,26,0,7.6,2.6,0.32,Graduate
121.4,1,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
142.8,1,0,0,0,0,1,20,0,8.9,1.4,3.51,Graduate
96,1,0,0,1,0,1,25,0,15.5,2.8,-4.06,Enrolled
125,0,0,0,1,1,0,24,0,16.2,0.3,-0.92,Dropout
126.1,1,0,0,1,1,0,20,0,7.6,2.6,0.32,Graduate
155.8,0,0,0,1,1,0,29,0,13.9,-0.3,0.79,Graduate
116,0,0,0,1,1,0,20,0,16.2,0.3,-0.92,Graduate
110,1,0,0,1,1,0,20,0,13.9,-0.3,0.79,Dropout
97.2,1,0,0,1,1,1,24,0,11.1,0.6,2.02,Graduate
100,0,0,1,1,1,0,24,0,16.2,0.3,-0.92,Dropout
140,0,0,0,1,1,0,23,0,11.1,0.6,2.02,Graduate
128,1,0,0,1,1,0,20,0,15.5,2.8,-4.06,Graduate
115.3,1,0,0,1,1,0,19,0,15.5,2.8,-4.06,Graduate
150,0,0,0,1,1,0,28,0,11.1,0.6,2.02,Enrolled
160,1,0,0,1,1,1,20,0,13.9,-0.3,0.79,Graduate
133.1,0,0,0,1,1,0,18,0,8.9,1.4,3.51,Graduate
119,1,0,1,1,1,0,20,0,10.8,1.4,1.74,Dropout
156,1,0,0,1,1,0,33,0,10.8,1.4,1.74,Graduate
163.7,0,0,0,1,0,0,35,0,12.4,0.5,1.79,Enrolled
130,0,0,0,1,0,0,27,0,12.7,3.7,-1.7,Enrolled
123.1,1,0,0,0,0,0,19,0,9.4,-0.8,-3.12,Dropout
160,0,0,0,1,0,1,31,1,15.5,2.8,-4.06,Enrolled
136.1,1,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate
132.7,1,0,0,1,1,0,22,0,15.5,2.8,-4.06,Graduate
128.2,0,0,0,1,0,0,39,1,12.7,3.7,-1.7,Dropout
126.7,1,0,0,0,1,0,22,0,12.4,0.5,1.79,Dropout
150,0,0,0,1,1,0,47,0,9.4,-0.8,-3.12,Enrolled
156.3,1,0,0,1,1,1,19,0,11.1,0.6,2.02,Graduate
116.1,1,0,0,1,0,0,19,1,12.4,0.5,1.79,Graduate
123.8,1,0,0,1,0,0,19,0,15.5,2.8,-4.06,Dropout
153,1,0,0,1,0,1,21,0,11.1,0.6,2.02,Graduate
140,1,0,0,0,0,0,39,0,12.4,0.5,1.79,Dropout
131.9,1,0,0,1,1,0,19,0,8.9,1.4,3.51,Graduate
141.4,0,0,0,1,1,1,20,0,13.9,-0.3,0.79,Enrolled
140,1,0,1,0,1,0,24,0,12.7,3.7,-1.7,Dropout
115,1,0,0,1,1,0,27,0,12.7,3.7,-1.7,Dropout
168,0,0,0,1,1,0,29,0,11.1,0.6,2.02,Graduate
101.3,1,0,0,1,1,0,20,0,12.4,0.5,1.79,Dropout
122.6,0,0,0,1,1,0,21,0,9.4,-0.8,-3.12,Dropout
141.7,1,0,0,1,1,0,18,0,7.6,2.6,0.32,Enrolled
132.3,0,0,0,1,1,0,19,0,12.7,3.7,-1.7,Graduate
111.7,0,0,1,0,1,0,19,0,15.5,2.8,-4.06,Dropout
98.7,0,0,0,1,1,1,28,0,12.4,0.5,1.79,Graduate
140,1,0,0,0,0,0,21,1,13.9,-0.3,0.79,Graduate
140,1,0,1,0,0,0,23,1,12.7,3.7,-1.7,Dropout
100.7,0,0,0,1,0,0,39,0,15.5,2.8,-4.06,Enrolled
133.8,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
100,0,0,0,1,0,0,59,1,11.1,0.6,2.02,Graduate
180,0,0,1,1,1,0,30,0,13.9,-0.3,0.79,Enrolled
130.8,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
140,0,0,0,1,0,0,41,0,9.4,-0.8,-3.12,Enrolled
106.2,1,0,0,1,0,0,27,0,11.1,0.6,2.02,Dropout
125.6,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
117.5,1,0,1,0,0,0,20,0,10.8,1.4,1.74,Dropout
122.5,0,0,0,0,0,0,32,0,12.7,3.7,-1.7,Dropout
132.9,1,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Dropout
103,0,0,0,1,0,0,41,0,16.2,0.3,-0.92,Dropout
107,0,0,0,1,0,0,38,0,10.8,1.4,1.74,Dropout
100,0,0,0,1,1,0,35,1,8.9,1.4,3.51,Dropout
100,1,0,0,1,0,0,27,0,7.6,2.6,0.32,Dropout
131.3,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
122.2,0,0,0,0,0,0,18,0,11.1,0.6,2.02,Enrolled
118.4,0,0,0,0,0,0,39,0,7.6,2.6,0.32,Dropout
100,0,0,0,0,0,0,37,0,10.8,1.4,1.74,Dropout
110,0,0,0,0,0,0,37,0,12.7,3.7,-1.7,Dropout
100,0,0,0,1,0,1,35,0,9.4,-0.8,-3.12,Graduate
106.2,0,0,0,1,0,0,49,0,12.7,3.7,-1.7,Graduate
110,0,0,0,1,0,0,52,0,13.9,-0.3,0.79,Graduate
122.3,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
112.5,0,0,0,1,0,1,30,0,10.8,1.4,1.74,Graduate
98.1,1,0,0,1,0,0,21,0,11.1,0.6,2.02,Graduate
140.2,1,0,0,1,1,0,20,0,9.4,-0.8,-3.12,Dropout
143.6,1,0,1,1,1,0,18,0,7.6,2.6,0.32,Enrolled
134.6,1,0,0,1,1,0,19,0,7.6,2.6,0.32,Dropout
126.8,1,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Graduate
100,0,0,0,1,1,0,20,1,8.9,1.4,3.51,Enrolled
130,1,0,0,1,0,0,21,0,12.4,0.5,1.79,Enrolled
113.6,1,0,0,1,0,1,22,0,11.1,0.6,2.02,Graduate
140,1,0,1,0,0,0,20,0,12.4,0.5,1.79,Enrolled
106,0,0,0,1,0,0,20,0,13.9,-0.3,0.79,Enrolled
126.6,1,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
130.7,1,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
105.9,1,0,0,1,1,0,21,0,11.1,0.6,2.02,Graduate
137,0,0,1,1,0,0,19,1,8.9,1.4,3.51,Enrolled
100,0,0,0,1,0,0,37,1,13.9,-0.3,0.79,Dropout
114.4,1,0,0,1,0,0,45,0,7.6,2.6,0.32,Enrolled
120,0,0,1,0,1,0,38,0,16.2,0.3,-0.92,Dropout
119,1,0,0,0,1,0,55,0,7.6,2.6,0.32,Dropout
110,0,0,1,0,0,0,28,0,13.9,-0.3,0.79,Dropout
120,0,0,0,1,0,0,46,0,8.9,1.4,3.51,Graduate
119.8,1,1,0,1,0,0,22,0,16.2,0.3,-0.92,Graduate
135.6,0,0,0,1,0,0,46,0,12.4,0.5,1.79,Dropout
120.7,0,0,0,1,0,0,28,0,7.6,2.6,0.32,Enrolled
136.3,1,0,1,0,0,0,18,0,7.6,2.6,0.32,Dropout
164.3,1,0,0,1,1,1,18,0,10.8,1.4,1.74,Enrolled
149.2,1,0,0,1,1,1,21,0,12.7,3.7,-1.7,Graduate
122.5,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Enrolled
100,0,0,0,1,0,0,34,0,13.9,-0.3,0.79,Dropout
125,1,0,0,1,0,1,21,0,10.8,1.4,1.74,Dropout
131,1,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
122,1,0,0,1,1,0,20,0,7.6,2.6,0.32,Graduate
131.3,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Enrolled
117,1,0,0,1,1,0,21,0,12.4,0.5,1.79,Enrolled
118,1,0,0,1,1,0,19,0,10.8,1.4,1.74,Dropout
126,1,0,0,1,1,0,22,0,7.6,2.6,0.32,Graduate
120,0,0,0,1,1,0,23,0,15.5,2.8,-4.06,Dropout
155.6,1,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Dropout
122.8,1,0,0,1,1,0,18,0,10.8,1.4,1.74,Enrolled
127.3,1,0,1,0,1,1,19,0,9.4,-0.8,-3.12,Dropout
118.4,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Enrolled
128.1,0,0,0,1,1,0,19,0,7.6,2.6,0.32,Enrolled
99,1,0,0,1,1,0,22,0,16.2,0.3,-0.92,Enrolled
161.2,0,0,0,1,1,1,18,0,13.9,-0.3,0.79,Graduate
140.9,1,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Dropout
111.1,0,0,1,1,1,0,19,0,16.2,0.3,-0.92,Dropout
149.9,1,0,0,1,1,0,18,0,11.1,0.6,2.02,Graduate
111.3,0,0,0,1,1,0,21,0,15.5,2.8,-4.06,Enrolled
121.5,1,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Enrolled
120,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Graduate
120,0,0,1,0,1,0,27,0,8.9,1.4,3.51,Dropout
130,1,0,1,1,1,0,20,0,8.9,1.4,3.51,Enrolled
98.9,1,0,0,1,1,0,20,0,12.4,0.5,1.79,Graduate
136.3,1,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Graduate
125.2,1,0,0,1,1,0,18,0,12.4,0.5,1.79,Enrolled
130,1,0,0,1,1,0,18,0,8.9,1.4,3.51,Graduate
141.5,1,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Dropout
123.9,1,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Enrolled
114.5,1,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
100,1,0,0,0,0,0,37,0,9.4,-0.8,-3.12,Dropout
110.5,0,0,0,1,0,1,36,0,10.8,1.4,1.74,Graduate
101,1,0,0,1,0,0,26,0,15.5,2.8,-4.06,Dropout
121,0,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
95,1,0,0,1,0,0,24,0,15.5,2.8,-4.06,Dropout
126.9,1,0,0,1,0,1,19,1,11.1,0.6,2.02,Dropout
116.3,1,0,0,1,0,1,20,0,12.7,3.7,-1.7,Graduate
120,1,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate
123.6,1,0,0,1,0,0,21,0,10.8,1.4,1.74,Graduate
150,0,0,0,0,0,0,50,0,12.7,3.7,-1.7,Dropout
120,0,0,0,1,0,0,47,0,12.7,3.7,-1.7,Dropout
111.3,0,0,0,1,0,0,24,0,16.2,0.3,-0.92,Dropout
150,0,0,0,0,0,0,48,0,15.5,2.8,-4.06,Dropout
123.2,1,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
130,1,0,0,1,1,0,32,0,9.4,-0.8,-3.12,Dropout
137.9,1,0,0,0,1,0,20,0,7.6,2.6,0.32,Dropout
100,0,0,1,1,1,0,24,0,16.2,0.3,-0.92,Dropout
120,0,0,0,1,1,0,53,0,9.4,-0.8,-3.12,Graduate
131,0,0,1,0,1,0,42,0,13.9,-0.3,0.79,Dropout
133.8,1,0,0,1,1,0,52,0,7.6,2.6,0.32,Graduate
100,0,0,0,1,1,0,54,0,12.7,3.7,-1.7,Enrolled
150,0,0,0,1,1,0,49,0,15.5,2.8,-4.06,Graduate
126.4,0,0,0,1,1,1,18,0,16.2,0.3,-0.92,Graduate
154,1,0,0,1,1,0,37,0,10.8,1.4,1.74,Graduate
114.9,0,0,0,1,1,1,21,0,12.4,0.5,1.79,Graduate
110,0,0,1,1,1,0,26,0,9.4,-0.8,-3.12,Dropout
149.8,1,0,0,1,1,0,20,0,16.2,0.3,-0.92,Graduate
117.9,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
165.8,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
127.6,1,0,0,1,0,0,18,0,12.4,0.5,1.79,Graduate
123.8,0,0,0,1,0,0,20,0,10.8,1.4,1.74,Graduate
126.1,1,0,0,1,0,0,20,0,10.8,1.4,1.74,Dropout
119.7,1,0,0,1,0,0,21,0,8.9,1.4,3.51,Dropout
121.6,1,0,0,1,0,0,22,0,8.9,1.4,3.51,Graduate
100,0,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
127.6,1,0,0,1,0,0,18,0,15.5,2.8,-4.06,Dropout
132.5,1,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
124.3,0,0,0,1,0,0,19,0,12.7,3.7,-1.7,Enrolled
131,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
120,0,0,0,1,0,0,27,0,11.1,0.6,2.02,Enrolled
113.3,1,0,0,1,0,1,20,0,12.4,0.5,1.79,Graduate
121.9,1,0,0,1,0,0,20,0,12.7,3.7,-1.7,Dropout
118.3,1,0,0,1,0,0,20,0,9.4,-0.8,-3.12,Graduate
118.8,0,0,0,1,0,0,19,0,16.2,0.3,-0.92,Graduate
129,0,0,0,1,0,0,20,0,7.6,2.6,0.32,Enrolled
143.3,1,0,0,1,0,1,20,0,7.6,2.6,0.32,Graduate
152.5,1,0,0,1,0,0,20,0,13.9,-0.3,0.79,Enrolled
155.7,1,0,0,1,0,0,27,0,8.9,1.4,3.51,Graduate
153.9,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
137.8,0,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
143.3,0,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
123.2,0,0,0,1,0,0,20,0,9.4,-0.8,-3.12,Graduate
138.1,1,0,0,1,0,0,19,0,11.1,0.6,2.02,Enrolled
140.5,0,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
130,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
104.8,0,0,1,0,0,0,22,0,12.4,0.5,1.79,Dropout
132.5,0,0,1,1,0,1,22,0,13.9,-0.3,0.79,Graduate
127.7,0,0,0,1,0,0,25,0,13.9,-0.3,0.79,Enrolled
136.5,0,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate
130,1,0,0,0,0,0,21,0,16.2,0.3,-0.92,Dropout
190,1,0,0,1,0,0,27,0,16.2,0.3,-0.92,Graduate
128.5,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
126.6,0,0,0,0,0,0,18,0,10.8,1.4,1.74,Dropout
131.6,1,0,0,1,1,0,19,0,11.1,0.6,2.02,Dropout
119,0,0,0,1,1,1,35,0,8.9,1.4,3.51,Graduate
127.6,0,0,0,1,1,0,23,0,7.6,2.6,0.32,Graduate
100,0,0,0,1,1,0,28,0,16.2,0.3,-0.92,Dropout
124.5,1,0,0,1,1,0,19,0,7.6,2.6,0.32,Enrolled
109.3,0,0,0,1,1,0,19,0,7.6,2.6,0.32,Enrolled
117.7,1,0,1,1,1,0,20,0,9.4,-0.8,-3.12,Dropout
124.7,1,0,0,1,1,0,21,0,7.6,2.6,0.32,Dropout
124.5,1,0,0,1,1,0,18,0,10.8,1.4,1.74,Graduate
140.8,1,0,0,1,1,0,22,0,9.4,-0.8,-3.12,Graduate
111.9,1,0,0,1,1,0,21,0,10.8,1.4,1.74,Graduate
140,0,0,1,0,1,0,38,0,13.9,-0.3,0.79,Dropout
121.2,1,0,0,1,1,0,20,0,10.8,1.4,1.74,Enrolled
123.8,1,0,0,1,1,0,19,0,7.6,2.6,0.32,Dropout
134,0,0,0,1,1,0,24,0,7.6,2.6,0.32,Dropout
130.8,1,0,0,0,1,0,19,0,12.7,3.7,-1.7,Dropout
130.2,1,0,0,1,1,1,19,0,16.2,0.3,-0.92,Graduate
123.3,0,0,0,1,1,0,19,0,16.2,0.3,-0.92,Enrolled
147.6,0,0,0,1,1,0,31,0,10.8,1.4,1.74,Dropout
113.4,1,0,0,1,1,1,19,0,8.9,1.4,3.51,Graduate
133.7,1,0,0,1,1,0,22,0,7.6,2.6,0.32,Graduate
128.2,0,0,0,1,1,0,25,0,7.6,2.6,0.32,Dropout
161,1,0,0,1,1,0,18,0,16.2,0.3,-0.92,Dropout
130,1,0,0,1,1,0,30,0,9.4,-0.8,-3.12,Dropout
156.3,0,0,0,1,1,1,18,0,9.4,-0.8,-3.12,Graduate
129.3,1,0,0,1,1,0,18,0,12.7,3.7,-1.7,Graduate
129.3,0,0,0,1,1,0,18,0,7.6,2.6,0.32,Dropout
136.3,1,0,0,1,1,0,18,0,10.8,1.4,1.74,Graduate
140,0,0,0,1,1,1,25,0,15.5,2.8,-4.06,Graduate
135.9,0,0,0,1,1,0,18,0,7.6,2.6,0.32,Enrolled
139.7,0,0,0,1,1,0,18,0,12.7,3.7,-1.7,Dropout
117,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Enrolled
105,0,0,0,1,1,0,25,0,15.5,2.8,-4.06,Dropout
130.5,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
130,0,0,0,1,0,0,31,0,9.4,-0.8,-3.12,Enrolled
131.5,1,0,0,1,0,1,20,0,9.4,-0.8,-3.12,Graduate
100,1,0,0,0,0,0,33,1,12.4,0.5,1.79,Dropout
140,0,0,1,0,0,0,24,0,12.4,0.5,1.79,Enrolled
130.2,1,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
133.5,1,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Graduate
133.2,1,0,0,1,0,1,20,0,15.5,2.8,-4.06,Graduate
130,0,0,0,1,1,1,33,0,12.7,3.7,-1.7,Enrolled
129,0,0,0,1,1,0,24,0,7.6,2.6,0.32,Dropout
100,0,0,0,1,1,0,24,0,16.2,0.3,-0.92,Dropout
116.5,1,0,0,1,1,0,18,0,10.8,1.4,1.74,Graduate
124.2,1,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
138.8,1,0,0,1,0,0,22,0,8.9,1.4,3.51,Graduate
126.4,1,1,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
151.9,1,0,0,1,0,0,21,0,11.1,0.6,2.02,Graduate
120,1,0,0,1,0,0,38,0,9.4,-0.8,-3.12,Dropout
131.9,0,0,0,1,0,1,29,0,9.4,-0.8,-3.12,Graduate
130,1,0,0,1,0,1,20,0,16.2,0.3,-0.92,Enrolled
131.7,1,0,0,0,0,0,18,0,12.7,3.7,-1.7,Dropout
132.5,0,0,0,1,1,0,37,0,9.4,-0.8,-3.12,Graduate
116.5,0,0,0,1,1,0,20,0,12.4,0.5,1.79,Graduate
133.9,1,0,0,0,1,0,20,0,10.8,1.4,1.74,Dropout
145.4,0,0,1,1,1,0,40,0,16.2,0.3,-0.92,Dropout
172,0,0,0,1,1,0,44,0,12.4,0.5,1.79,Enrolled
111,0,0,0,0,1,0,21,0,10.8,1.4,1.74,Dropout
120,0,0,0,1,1,0,21,0,16.2,0.3,-0.92,Graduate
129.8,1,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Graduate
118.1,1,0,0,1,1,0,18,0,13.9,-0.3,0.79,Enrolled
130,0,0,0,1,1,0,27,0,11.1,0.6,2.02,Graduate
126.3,0,0,0,0,1,0,38,0,10.8,1.4,1.74,Dropout
137.8,0,0,0,1,1,0,18,0,13.9,-0.3,0.79,Dropout
116.1,1,0,0,1,1,0,19,0,7.6,2.6,0.32,Enrolled
115.4,1,0,0,1,1,0,18,0,15.5,2.8,-4.06,Dropout
110,0,0,1,0,1,0,19,0,16.2,0.3,-0.92,Dropout
97.4,0,0,1,0,1,0,44,0,12.7,3.7,-1.7,Dropout
130,1,1,0,1,1,0,26,0,15.5,2.8,-4.06,Dropout
156,0,0,1,0,1,0,24,0,15.5,2.8,-4.06,Dropout
126.1,1,0,0,0,1,0,27,0,15.5,2.8,-4.06,Dropout
120,0,0,1,0,1,0,27,0,13.9,-0.3,0.79,Dropout
105.2,1,0,0,1,1,0,25,0,12.7,3.7,-1.7,Dropout
120,1,0,0,1,1,0,21,0,12.7,3.7,-1.7,Enrolled
137.8,1,0,0,1,1,1,19,0,13.9,-0.3,0.79,Graduate
134.2,1,0,0,1,1,0,20,0,15.5,2.8,-4.06,Enrolled
150,0,0,0,1,1,0,20,0,12.7,3.7,-1.7,Enrolled
116,1,0,1,0,1,0,20,0,8.9,1.4,3.51,Dropout
143.4,0,0,0,0,1,1,18,0,8.9,1.4,3.51,Enrolled
143.6,0,0,1,1,1,0,19,0,8.9,1.4,3.51,Enrolled
150,1,0,0,0,0,0,22,0,15.5,2.8,-4.06,Dropout
118,1,0,0,1,0,0,19,0,16.2,0.3,-0.92,Graduate
109.3,1,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
119.3,1,0,1,1,0,0,20,0,8.9,1.4,3.51,Graduate
146.3,1,0,0,1,0,1,18,1,12.7,3.7,-1.7,Dropout
161.5,0,0,0,1,1,0,36,0,10.8,1.4,1.74,Graduate
140,0,0,1,1,1,0,19,1,12.4,0.5,1.79,Graduate
142.2,0,0,0,1,1,1,21,0,8.9,1.4,3.51,Graduate
129.2,1,0,0,1,0,0,26,0,15.5,2.8,-4.06,Dropout
100,0,0,1,0,0,0,29,1,15.5,2.8,-4.06,Dropout
